Year,Observation status,Unit multiplier,Nature of data points,Source details,Frequency of observation,Reporting type,SERIES,Reference area,Sex,Degree of urbanisation,UNIT_MEASURE,Time period details,Value
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampong Thom,Female,,Percent,2019-2020,84.1
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampong Thom,Female,,Percent,2019-2020,87.1
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampong Thom,Female,,Percent,2019-2020,84.7
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampong Thom,Female,,Percent,2019-2020,85.8
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampong Thom,Male,,Percent,2019-2020,74.8
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampong Thom,Male,,Percent,2019-2020,76.0
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampong Thom,Male,,Percent,2019-2020,82.0
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampong Thom,Male,,Percent,2019-2020,90.0
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampong Thom,Male,,Percent,2019-2020,81.3
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampong Thom,Male,,Percent,2019-2020,74.9
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampong Thom,Male,,Percent,2019-2020,69.8
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampong Thom,Male,,Percent,2019-2020,73.3
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampong Thom,Male,,Percent,2019-2020,70.8
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampong Thom,Male,,Percent,2019-2020,75.8
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampong Thom,Male,,Percent,2019-2020,73.9
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampong Thom,,,Percent,2019-2020,77.0
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampong Thom,,,Percent,2019-2020,79.6
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampong Thom,,,Percent,2019-2020,84.2
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampong Thom,,,Percent,2019-2020,86.4
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampong Thom,,,Percent,2019-2020,84.2
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampong Thom,,,Percent,2019-2020,79.0
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampong Thom,,,Percent,2019-2020,76.4
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampong Thom,,,Percent,2019-2020,78.6
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampong Thom,,,Percent,2019-2020,78.8
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampong Thom,,,Percent,2019-2020,80.1
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampong Thom,,,Percent,2019-2020,79.7
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,Female,,Percent,2019-2020,84.4
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,Female,,Percent,2019-2020,87.7
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,Female,,Percent,2019-2020,90.8
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,Female,,Percent,2019-2020,89.4
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,Female,,Percent,2019-2020,92.8
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,Female,,Percent,2019-2020,91.0
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,Female,,Percent,2019-2020,85.9
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,Female,,Percent,2019-2020,84.3
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,Female,,Percent,2019-2020,77.5
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,Female,,Percent,2019-2020,80.4
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,Female,,Percent,2019-2020,77.3
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,Male,,Percent,2019-2020,88.2
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,Male,,Percent,2019-2020,75.4
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,Male,,Percent,2019-2020,93.2
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,Male,,Percent,2019-2020,98.7
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,Male,,Percent,2019-2020,93.6
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,Male,,Percent,2019-2020,92.2
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,Male,,Percent,2019-2020,85.8
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,Male,,Percent,2019-2020,82.0
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,Male,,Percent,2019-2020,71.6
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,Male,,Percent,2019-2020,74.5
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,Male,,Percent,2019-2020,70.7
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,,,Percent,2019-2020,86.4
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,,,Percent,2019-2020,80.8
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,,,Percent,2019-2020,92.1
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,,,Percent,2019-2020,94.2
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,,,Percent,2019-2020,93.2
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,,,Percent,2019-2020,91.6
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,,,Percent,2019-2020,85.9
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,,,Percent,2019-2020,83.1
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,,,Percent,2019-2020,74.5
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,,,Percent,2019-2020,77.4
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kampot,,,Percent,2019-2020,73.9
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,Female,,Percent,2019-2020,84.7
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,Female,,Percent,2019-2020,93.1
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,Female,,Percent,2019-2020,94.2
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,Female,,Percent,2019-2020,92.3
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,Female,,Percent,2019-2020,97.3
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,Female,,Percent,2019-2020,90.6
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,Female,,Percent,2019-2020,86.6
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,Female,,Percent,2019-2020,84.0
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,Female,,Percent,2019-2020,84.6
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,Female,,Percent,2019-2020,90.3
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,Female,,Percent,2019-2020,95.8
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,Male,,Percent,2019-2020,86.9
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,Male,,Percent,2019-2020,97.2
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,Male,,Percent,2019-2020,98.0
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,Male,,Percent,2019-2020,108.4
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,Male,,Percent,2019-2020,99.1
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,Male,,Percent,2019-2020,86.2
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,Male,,Percent,2019-2020,80.0
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,Male,,Percent,2019-2020,80.7
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,Male,,Percent,2019-2020,81.1
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,Male,,Percent,2019-2020,84.7
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,Male,,Percent,2019-2020,89.4
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,,,Percent,2019-2020,85.8
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,,,Percent,2019-2020,95.2
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,,,Percent,2019-2020,96.2
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,,,Percent,2019-2020,100.3
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,,,Percent,2019-2020,98.2
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,,,Percent,2019-2020,88.4
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,,,Percent,2019-2020,83.2
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,,,Percent,2019-2020,82.3
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,,,Percent,2019-2020,82.8
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,,,Percent,2019-2020,87.4
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kandal,,,Percent,2019-2020,92.5
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,Female,,Percent,2019-2020,90.0
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,Female,,Percent,2019-2020,101.7
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,Female,,Percent,2019-2020,85.3
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,Female,,Percent,2019-2020,84.4
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,Female,,Percent,2019-2020,87.0
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,Female,,Percent,2019-2020,64.7
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,Female,,Percent,2019-2020,62.8
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,Female,,Percent,2019-2020,58.1
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,Female,,Percent,2019-2020,56.7
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,Female,,Percent,2019-2020,53.4
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,Female,,Percent,2019-2020,51.1
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,Male,,Percent,2019-2020,76.6
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,Male,,Percent,2019-2020,99.6
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,Male,,Percent,2019-2020,89.1
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,Male,,Percent,2019-2020,80.6
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,Male,,Percent,2019-2020,83.0
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,Male,,Percent,2019-2020,65.3
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,Male,,Percent,2019-2020,69.4
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,Male,,Percent,2019-2020,58.4
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,Male,,Percent,2019-2020,53.9
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,Male,,Percent,2019-2020,48.8
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,Male,,Percent,2019-2020,43.4
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,,,Percent,2019-2020,83.1
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,,,Percent,2019-2020,100.6
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,,,Percent,2019-2020,87.3
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,,,Percent,2019-2020,82.4
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,,,Percent,2019-2020,84.9
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,,,Percent,2019-2020,65.0
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,,,Percent,2019-2020,66.2
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,,,Percent,2019-2020,58.2
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,,,Percent,2019-2020,55.2
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,,,Percent,2019-2020,51.0
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kep,,,Percent,2019-2020,47.1
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,Female,,Percent,2019-2020,55.2
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,Female,,Percent,2019-2020,88.7
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,Female,,Percent,2019-2020,78.5
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,Female,,Percent,2019-2020,74.6
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,Female,,Percent,2019-2020,71.0
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,Female,,Percent,2019-2020,68.9
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,Female,,Percent,2019-2020,65.0
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,Female,,Percent,2019-2020,61.9
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,Female,,Percent,2019-2020,63.4
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,Female,,Percent,2019-2020,66.2
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,Female,,Percent,2019-2020,68.6
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,Male,,Percent,2019-2020,97.9
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,Male,,Percent,2019-2020,74.1
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,Male,,Percent,2019-2020,77.5
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,Male,,Percent,2019-2020,75.3
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,Male,,Percent,2019-2020,79.2
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,Male,,Percent,2019-2020,68.0
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,Male,,Percent,2019-2020,57.0
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,Male,,Percent,2019-2020,55.3
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,Male,,Percent,2019-2020,56.0
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,Male,,Percent,2019-2020,63.2
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,Male,,Percent,2019-2020,54.6
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,,,Percent,2019-2020,76.8
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,,,Percent,2019-2020,80.8
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,,,Percent,2019-2020,78.0
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,,,Percent,2019-2020,75.0
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,,,Percent,2019-2020,75.2
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,,,Percent,2019-2020,68.4
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,,,Percent,2019-2020,60.9
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,,,Percent,2019-2020,58.5
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,,,Percent,2019-2020,59.6
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,,,Percent,2019-2020,64.7
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Koh Kong,,,Percent,2019-2020,61.4
2009,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,Female,,Percent,2019-2020,72.6
2010,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,Female,,Percent,2019-2020,72.9
2011,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,Female,,Percent,2019-2020,70.5
2012,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,Female,,Percent,2019-2020,67.0
2013,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,Female,,Percent,2019-2020,75.3
2014,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,Female,,Percent,2019-2020,77.3
2015,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,Female,,Percent,2019-2020,76.9
2016,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,Female,,Percent,2019-2020,77.8
2017,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,Female,,Percent,2019-2020,75.9
2018,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,Female,,Percent,2019-2020,78.2
2019,Normal value,Units,Country Data,MoEYS_Education Statistics & Indicators,Annual,National,4.1.1.1 Completion rate Grade 6,Kratie,Female,,Percent,2019-2020,82.2
